,Title,Subject,Grade,StDevSentWdEntropy,AvgWordChEntropy,StDevWordChEntropy,ChNgramEntropy_2,AvgWordWdLen,StDevSentWdLen,AvgWordWdDiffLemma,AvgWordWdPolysemy,AvgWordNmdEnt_person,AvgDocAdjCoh_BLOCK,MidEndCohesion,TransCoh,AvgWordWdMaxDpthHypernymTree
39,Referat Planeta celor doi sori,romana,7.28,0.8816145919781504,1.079316145609325,0.7138384596438638,0.8681174964295371,4.481481481481481,3.206691424752388,0.4804526748971194,6.04014598540146,0.050411522633744855,0.4938988953129391,0.14056256966558767,0.6060851515390853,5.7226277372262775
40,Mihai Eminescu - Glossa,romana,9.0,0.6068829663942865,1.0742566279275134,0.7285523321651248,0.9159894065955999,4.326007326007327,3.1001924468926476,0.5665445665445665,6.981481481481483,0.035409035409035415,0.6115320658001829,0.8476918077947,0.7124655057020828,5.866666666666666
41,Evoltia  Aeronautici  Romanesti,istorie,9.0,0.9652590016606044,1.0600046398798244,0.7175457404798053,0.9006817507582715,4.300395256916996,3.13808298415372,0.5544889892715981,6.464912280701754,0.031620553359683785,0.322598701498028,0.2457800717323239,0.0,5.940789473684211
42,Referat Alexandru Macedonski - Noapte de decemvrie,romana,5.07,0.8838056968462739,1.159577648611149,0.6930670759217992,0.9710012840957164,4.561224489795919,3.0657047517898084,0.5012755102040817,7.734439834024896,0.030612244897959183,0.41513240075694735,0.016256742019954314,0.6613456311877506,5.746887966804979
43,Referat Liviu Rebreanu,romana,5.42,0.6443404874387617,1.2037621802211729,0.7096725092310512,1.1056492530543442,5.098837209302325,3.422359176739458,0.372093023255814,5.2180451127819545,0.1182170542635659,0.6608418805924621,0.04787717773831557,0.3005564523528845,5.266666666666667
44,Romania In Rastimpul Dintre Cele Doua Razboaie Mondiale,istorie,9.0,0.5741611870853464,1.103124350025177,0.7654745683334891,0.8920287493075183,4.647355163727958,3.4365551106896053,0.5201511335012594,5.7285714285714295,0.02518891687657431,0.7493341230455091,0.331858165982383,0.7876786493001785,4.6761904761904765
45,Homer - Iliada,romana,9.0,0.4797782304906321,1.1372409661097649,0.6710895440749663,0.8080120735193477,4.221546481320591,2.701771664677642,0.4891398783666377,6.405572755417957,0.046915725456125115,0.7046471972307783,0.4087566271000005,0.7314214205440477,5.201238390092879
46,Dunarea-caracterizare Geografica,geografie,10.0,0.6042690573772199,1.053967178408965,0.7221410581280581,0.9018368409287092,4.267796610169492,3.0040086691165864,0.4110169491525424,5.138686131386861,0.03389830508474576,0.5147364860387011,0.6213044583408361,0.6836335214679126,4.978102189781022
47,Razvan Si Vidra,romana,9.0,1.3032852992084918,1.0360799914790393,0.7659844443061201,0.8880740495581,4.450900163666121,3.3553597411427507,0.4402618657937807,5.419243986254297,0.04500818330605565,0.12978004900695228,0.6837286218344506,0.6453244081431998,5.725085910652921
48,Concert Din Muzica De Bach,romana,9.0,0.5953955310655105,1.1749321883627166,0.7309132673701942,1.051728898949244,4.889320388349515,3.300362927259108,0.5650485436893203,5.691780821917808,0.08932038834951456,0.6726805670643914,0.0,0.0,6.402684563758389
49,Iarna - De V,romana,8.0,0.5253080356636721,1.0981483229199407,0.7598344096943388,0.8850688357284316,4.6547169811320765,3.2962753820378925,0.5433962264150943,5.5524475524475525,0.032075471698113214,0.4448206499100032,0.5168777880772202,0.4650387174133337,6.566433566433567
50,Joc,romana,10.0,0.4308905909539044,1.1145032779641286,0.6979350264225149,0.9282576739980672,4.374678663239075,3.0349054387374594,0.4453727506426735,7.222488038277513,0.04562982005141388,0.6513896099969976,0.9262258784339936,0.7987833011931519,5.437799043062202
51,Robotii De Pe Aurora,romana,8.0,0.3966640542779591,1.1074219490584971,0.6804382242791934,0.8476932184095307,4.4191321499013805,2.959894617446516,0.4122287968441815,6.443579766536965,0.03155818540433925,0.7293362603509314,0.7422560991484932,0.8074221681750102,5.342412451361867
52,Referat Pasune,biologie,5.29,0.9181513708995359,1.1015166790638782,0.6638237451652681,0.9212180162929584,4.262693156732892,2.794487111722974,0.4547461368653422,3.615384615384616,0.011037527593818984,0.024410710312798414,0.0,0.0,6.038461538461537
53,"Referat Portocala mecanica - film. recenzie, interpretare",psihologie,5.37,0.8445267535533386,1.1853166329891984,0.6687195525724634,0.8456944619356496,4.916932907348243,3.2755287844699783,0.5591054313099042,6.264550264550264,0.02236421725239616,0.4885497050637882,0.12195574080935488,0.7276530385786741,5.624338624338624
54,Timpul De Reactie,psihologie,8.0,0.6006804799949844,0.963445001673453,0.7671913141717261,0.9059979504679879,4.158119658119658,3.507507268664313,0.4991452991452992,6.122699386503067,0.015384615384615384,0.4260560289293257,0.710208025505005,0.6826849055172631,6.1871165644171775
55,Referat Argumentare le Basmul Paslea cel voinic si merele de aur,romana,7.6,1.2820743979630511,1.073915153786698,0.6529185456468695,0.8204735828308704,4.189320388349516,2.8826323675918037,0.4538834951456311,7.305084745762713,0.029126213592233014,0.19047442118195596,0.10334115128531757,0.7524370534916948,6.118644067796611
56,Referat Metabolismul materiei vii,biologie,5.6,1.0166556741243342,1.0614845633867356,0.7241502510036202,0.8916160628302986,4.299310344827586,3.0804251103922944,0.4937931034482759,5.726315789473684,0.020689655172413796,0.3619103139566374,0.06725985941446287,0.5936429100489128,4.657894736842105
57,Referat Ioan Pillat - Martisor,romana,6.94,1.2379519173950135,1.0876372061225907,0.7283171465213829,0.9675491933406648,4.5359477124183005,3.1953011566949674,0.5054466230936819,5.1897810218978115,0.030501089324618737,0.1563848878114113,0.16804392364397724,0.7857436409125534,6.518248175182482
58,Referat Igiena corpului,biologie,6.19,0.2983658009590411,1.1530618424529968,0.7117814502233288,0.9989230582557532,4.653193209377527,3.2120600874703746,0.6063055780113177,5.340611353711791,0.012934518997574777,0.8345949857474557,0.8964117059724517,0.8326095049184595,5.074235807860262
59,"Referat Arta cicladica Arta minoica Arta miceniana Arta greaca, elenistica, prima perioada a artei Clasice",istorie,5.3,0.7101986263790759,1.0843933043930527,0.6819474937312414,0.8276551122396315,4.19672131147541,2.8346264635563667,0.4733606557377049,7.165919282511211,0.06352459016393443,0.3519986432967896,0.09559402558629863,0.4406470100985987,6.318385650224215
60,Referat Transilvania de la voivodat la principat,istorie,5.64,0.9196000719716448,1.1371728414716074,0.7138376280362952,0.8604041585509931,4.676980198019802,3.3143247038397186,0.4938118811881188,7.142259414225942,0.040841584158415836,0.202522035177313,0.1823006795797049,0.4904652426509329,6.376569037656903
61,Referat Caracterizarea lui Matache,romana,6.78,1.0637390255986492,1.0636005070057903,0.683255177130502,0.8850262653936155,4.266533066132265,2.9978409574280205,0.3807615230460922,7.508771929824562,0.03607214428857716,0.3134117514460124,0.6479689470653078,0.5954429839170141,5.719298245614035
62,Referat Sobieski si romanii,romana,6.02,0.8148046660373521,1.1500390076622828,0.7507504319414232,1.028410842008465,4.866209262435677,3.4845001544165157,0.6020583190394511,5.890532544378697,0.03687821612349914,0.38590554142583133,0.1607550995281312,0.5514270242121038,5.591715976331361
63,Impactul Omului Asupra Apelor,geografie,9.0,1.0521994231291063,1.1231288057155595,0.7317756665937296,0.9913785788582336,4.6661290322580635,3.4029087409622547,0.535483870967742,6.075117370892018,0.016129032258064516,0.4072640731102885,0.7062829224820922,0.5628667614105229,5.71830985915493
64,Referat Hidrografia,geografie,5.66,0.6545714870246705,1.1475568028744698,0.6966556108235804,0.9976910426979752,4.587768069896743,3.0791172661226316,0.3653693407466243,6.032028469750888,0.04289118347895155,0.6086092400893384,0.7178723646767495,0.5824977412551839,5.4661921708185055
